fecha,producto,region,canal,promocion,precio,inventario_inicial,ventas_unidades,reabastecimiento,inventario_final,lead_time_dias
2024-11-29,Café Premium,Sur,Ecommerce,0,145.0,3639,94,0,3545,7
2024-11-30,Café Premium,Occidente,Distribuidor,0,145.0,3545,83,0,3462,7
2024-12-01,Café Premium,Centro,Distribuidor,0,145.0,3462,122,0,3340,7
2024-12-02,Café Premium,Sur,Ecommerce,0,145.0,3340,82,0,3258,7
2024-12-03,Café Premium,Norte,Distribuidor,0,145.0,3258,88,0,3170,7
2024-12-04,Café Premium,Occidente,Distribuidor,0,145.0,3170,98,0,3072,7
2024-12-05,Café Premium,Sur,Distribuidor,1,134.85,3072,102,0,2970,7
2024-12-06,Café Premium,Occidente,Ecommerce,1,134.85,2970,122,0,2848,7
2024-12-07,Café Premium,Occidente,Distribuidor,1,134.85,2848,133,0,2715,7
2024-12-08,Café Premium,Norte,Tienda,0,145.0,2715,118,0,2597,7
2024-12-09,Café Premium,Sur,Distribuidor,0,145.0,2597,74,0,2523,7
2024-12-10,Café Premium,Sur,Ecommerce,0,145.0,2523,119,0,2404,7
2024-12-11,Café Premium,Centro,Ecommerce,0,145.0,2404,92,0,2312,7
2024-12-12,Café Premium,Centro,Ecommerce,0,145.0,2312,95,0,2217,7
2024-12-13,Café Premium,Centro,Tienda,0,145.0,2217,85,0,2132,7
2024-12-14,Café Premium,Sur,Tienda,0,145.0,2132,112,0,2020,7
2024-12-15,Café Premium,Centro,Tienda,0,145.0,2020,131,0,1889,7
2024-12-16,Café Premium,Norte,Tienda,0,145.0,1889,78,0,1811,7
2024-12-17,Café Premium,Centro,Distribuidor,0,145.0,1811,80,0,1731,7
2024-12-18,Café Premium,Norte,Distribuidor,0,145.0,1731,125,0,1606,7
2024-12-19,Café Premium,Sur,Distribuidor,0,145.0,1606,95,0,1511,7
2024-12-20,Café Premium,Norte,Tienda,1,134.85,1511,123,0,1388,7
2024-12-21,Café Premium,Centro,Tienda,1,134.85,1388,149,0,1239,7
2024-12-22,Café Premium,Occidente,Ecommerce,1,134.85,1239,129,0,1110,7
2024-12-23,Café Premium,Norte,Ecommerce,0,145.0,1110,86,2552,3576,7
2024-12-24,Café Premium,Norte,Distribuidor,0,145.0,3576,95,0,3481,7
2024-12-25,Café Premium,Norte,Tienda,0,145.0,3481,92,0,3389,7
2024-12-26,Café Premium,Centro,Tienda,0,145.0,3389,105,0,3284,7
2024-12-27,Café Premium,Norte,Tienda,0,145.0,3284,101,0,3183,7
2024-12-28,Café Premium,Centro,Distribuidor,0,145.0,3183,104,0,3079,7
2024-12-29,Café Premium,Sur,Ecommerce,0,145.0,3079,108,0,2971,7
2024-12-30,Café Premium,Occidente,Distribuidor,0,145.0,2971,112,0,2859,7
2024-12-31,Café Premium,Centro,Tienda,0,145.0,2859,92,0,2767,7
2025-01-01,Café Premium,Sur,Tienda,0,145.0,2767,81,0,2686,7
2025-01-02,Café Premium,Centro,Ecommerce,0,145.0,2686,76,0,2610,7
2025-01-03,Café Premium,Occidente,Tienda,0,145.0,2610,69,0,2541,7
2025-01-04,Café Premium,Norte,Ecommerce,0,145.0,2541,101,0,2440,7
2025-01-05,Café Premium,Norte,Tienda,1,134.85,2440,127,0,2313,7
2025-01-06,Café Premium,Occidente,Distribuidor,1,134.85,2313,101,0,2212,7
2025-01-07,Café Premium,Norte,Tienda,1,134.85,2212,103,0,2109,7
2025-01-08,Café Premium,Centro,Distribuidor,0,145.0,2109,57,0,2052,7
2025-01-09,Café Premium,Centro,Distribuidor,0,145.0,2052,79,0,1973,7
2025-01-10,Café Premium,Centro,Ecommerce,0,145.0,1973,99,0,1874,7
2025-01-11,Café Premium,Occidente,Tienda,0,145.0,1874,119,0,1755,7
2025-01-12,Café Premium,Norte,Ecommerce,0,145.0,1755,104,0,1651,7
2025-01-13,Café Premium,Occidente,Ecommerce,0,145.0,1651,83,0,1568,7
2025-01-14,Café Premium,Centro,Tienda,0,145.0,1568,56,0,1512,7
2025-01-15,Café Premium,Occidente,Distribuidor,0,145.0,1512,77,0,1435,7
2025-01-16,Café Premium,Sur,Tienda,0,145.0,1435,92,0,1343,7
2025-01-17,Café Premium,Norte,Tienda,0,145.0,1343,80,0,1263,7
2025-01-18,Café Premium,Norte,Ecommerce,0,145.0,1263,118,0,1145,7
2025-01-19,Café Premium,Norte,Distribuidor,0,145.0,1145,117,2756,3784,7
2025-01-20,Café Premium,Occidente,Distribuidor,1,134.85,3784,117,0,3667,7
2025-01-21,Café Premium,Centro,Distribuidor,1,134.85,3667,109,0,3558,7
2025-01-22,Café Premium,Sur,Ecommerce,0,145.0,3558,56,0,3502,7
2025-01-23,Café Premium,Norte,Ecommerce,0,145.0,3502,71,0,3431,7
2025-01-24,Café Premium,Occidente,Tienda,0,145.0,3431,83,0,3348,7
2025-01-25,Café Premium,Occidente,Distribuidor,0,145.0,3348,96,0,3252,7
2025-01-26,Café Premium,Occidente,Ecommerce,0,145.0,3252,137,0,3115,7
2025-01-27,Café Premium,Occidente,Ecommerce,0,145.0,3115,82,0,3033,7
2025-01-28,Café Premium,Norte,Ecommerce,0,145.0,3033,73,0,2960,7
2025-01-29,Café Premium,Centro,Tienda,0,145.0,2960,85,0,2875,7
2025-01-30,Café Premium,Centro,Tienda,0,145.0,2875,86,0,2789,7
2025-01-31,Café Premium,Sur,Tienda,0,145.0,2789,78,0,2711,7
2025-02-01,Café Premium,Centro,Tienda,0,145.0,2711,114,0,2597,7
2025-02-02,Café Premium,Occidente,Ecommerce,0,145.0,2597,94,0,2503,7
2025-02-03,Café Premium,Occidente,Distribuidor,0,145.0,2503,78,0,2425,7
2025-02-04,Café Premium,Norte,Tienda,0,145.0,2425,88,0,2337,7
2025-02-05,Café Premium,Norte,Distribuidor,1,134.85,2337,109,0,2228,7
2025-02-06,Café Premium,Occidente,Distribuidor,1,134.85,2228,121,0,2107,7
2025-02-07,Café Premium,Sur,Distribuidor,1,134.85,2107,132,0,1975,7
2025-02-08,Café Premium,Centro,Ecommerce,0,145.0,1975,108,0,1867,7
2025-02-09,Café Premium,Norte,Ecommerce,0,145.0,1867,135,0,1732,7
2025-02-10,Café Premium,Occidente,Tienda,0,145.0,1732,75,0,1657,7
2025-02-11,Café Premium,Occidente,Distribuidor,0,145.0,1657,107,0,1550,7
2025-02-12,Café Premium,Norte,Tienda,0,145.0,1550,74,0,1476,7
2025-02-13,Café Premium,Centro,Tienda,0,145.0,1476,95,0,1381,7
2025-02-14,Café Premium,Norte,Tienda,0,145.0,1381,82,0,1299,7
2025-02-15,Café Premium,Centro,Tienda,0,145.0,1299,104,0,1195,7
2025-02-16,Café Premium,Centro,Tienda,0,145.0,1195,140,2516,3571,7
2025-02-17,Café Premium,Centro,Tienda,0,145.0,3571,101,0,3470,7
2025-02-18,Café Premium,Norte,Distribuidor,0,145.0,3470,89,0,3381,7
2025-02-19,Café Premium,Sur,Tienda,0,145.0,3381,59,0,3322,7
2025-02-20,Café Premium,Centro,Ecommerce,1,134.85,3322,95,0,3227,7
2025-02-21,Café Premium,Norte,Distribuidor,1,134.85,3227,102,0,3125,7
2025-02-22,Café Premium,Norte,Distribuidor,0,145.0,3125,114,0,3011,7
2025-02-23,Café Premium,Norte,Distribuidor,0,145.0,3011,119,0,2892,7
2025-02-24,Café Premium,Norte,Ecommerce,0,145.0,2892,81,0,2811,7
2025-02-25,Café Premium,Centro,Distribuidor,0,145.0,2811,101,0,2710,7
2025-02-26,Café Premium,Sur,Distribuidor,0,145.0,2710,99,0,2611,7
2025-02-27,Café Premium,Sur,Distribuidor,0,145.0,2611,86,0,2525,7
2025-02-28,Café Premium,Occidente,Ecommerce,0,145.0,2525,78,0,2447,7
2025-03-01,Café Premium,Sur,Ecommerce,0,145.0,2447,88,0,2359,7
2025-03-02,Café Premium,Sur,Ecommerce,0,145.0,2359,120,0,2239,7
2025-03-03,Café Premium,Occidente,Tienda,0,145.0,2239,93,0,2146,7
2025-03-04,Café Premium,Sur,Tienda,0,145.0,2146,100,0,2046,7
2025-03-05,Café Premium,Norte,Ecommerce,1,134.85,2046,134,0,1912,7
2025-03-06,Café Premium,Occidente,Ecommerce,1,134.85,1912,139,0,1773,7
2025-03-07,Café Premium,Sur,Ecommerce,1,134.85,1773,132,0,1641,7
2025-03-08,Café Premium,Sur,Distribuidor,0,145.0,1641,112,0,1529,7
2025-03-09,Café Premium,Sur,Tienda,0,145.0,1529,115,0,1414,7
2025-03-10,Café Premium,Sur,Ecommerce,0,145.0,1414,105,0,1309,7
2025-03-11,Café Premium,Centro,Ecommerce,0,145.0,1309,84,0,1225,7
2025-03-12,Café Premium,Centro,Tienda,0,145.0,1225,85,0,1140,7
2025-03-13,Café Premium,Centro,Ecommerce,0,145.0,1140,103,2521,3558,7
2025-03-14,Café Premium,Norte,Ecommerce,0,145.0,3558,88,0,3470,7
2025-03-15,Café Premium,Occidente,Distribuidor,0,145.0,3470,118,0,3352,7
2025-03-16,Café Premium,Norte,Distribuidor,0,145.0,3352,112,0,3240,7
2025-03-17,Café Premium,Sur,Ecommerce,0,145.0,3240,93,0,3147,7
2025-03-18,Café Premium,Sur,Tienda,0,145.0,3147,102,0,3045,7
2025-03-19,Café Premium,Occidente,Distribuidor,0,145.0,3045,101,0,2944,7
2025-03-20,Café Premium,Norte,Distribuidor,1,134.85,2944,138,0,2806,7
2025-03-21,Café Premium,Centro,Distribuidor,1,134.85,2806,125,0,2681,7
2025-03-22,Café Premium,Occidente,Ecommerce,0,145.0,2681,118,0,2563,7
2025-03-23,Café Premium,Norte,Distribuidor,0,145.0,2563,137,0,2426,7
2025-03-24,Café Premium,Occidente,Ecommerce,0,145.0,2426,92,0,2334,7
2025-03-25,Café Premium,Occidente,Tienda,0,145.0,2334,68,0,2266,7
2025-03-26,Café Premium,Centro,Ecommerce,0,145.0,2266,104,0,2162,7
2025-03-27,Café Premium,Norte,Distribuidor,0,145.0,2162,97,0,2065,7
2025-03-28,Café Premium,Centro,Distribuidor,0,145.0,2065,94,0,1971,7
2025-03-29,Café Premium,Centro,Tienda,0,145.0,1971,128,0,1843,7
2025-03-30,Café Premium,Centro,Ecommerce,0,145.0,1843,113,0,1730,7
2025-03-31,Café Premium,Sur,Tienda,0,145.0,1730,69,0,1661,7
2025-04-01,Café Premium,Occidente,Tienda,0,145.0,1661,105,0,1556,7
2025-04-02,Café Premium,Sur,Distribuidor,0,145.0,1556,86,0,1470,7
2025-04-03,Café Premium,Norte,Distribuidor,0,145.0,1470,83,0,1387,7
2025-04-04,Café Premium,Sur,Ecommerce,0,145.0,1387,69,0,1318,7
2025-04-05,Café Premium,Sur,Tienda,1,134.85,1318,160,0,1158,7
2025-04-06,Café Premium,Occidente,Ecommerce,1,134.85,1158,121,2669,3706,7
2025-04-07,Café Premium,Sur,Ecommerce,1,134.85,3706,136,0,3570,7
2025-04-08,Café Premium,Norte,Tienda,0,145.0,3570,90,0,3480,7
2025-04-09,Café Premium,Norte,Distribuidor,0,145.0,3480,104,0,3376,7
2025-04-10,Café Premium,Occidente,Tienda,0,145.0,3376,99,0,3277,7
2025-04-11,Café Premium,Norte,Tienda,0,145.0,3277,116,0,3161,7
2025-04-12,Café Premium,Occidente,Ecommerce,0,145.0,3161,122,0,3039,7
2025-04-13,Café Premium,Occidente,Tienda,0,145.0,3039,132,0,2907,7
2025-04-14,Café Premium,Norte,Ecommerce,0,145.0,2907,87,0,2820,7
2025-04-15,Café Premium,Norte,Tienda,0,145.0,2820,75,0,2745,7
2025-04-16,Café Premium,Sur,Ecommerce,0,145.0,2745,106,0,2639,7
2025-04-17,Café Premium,Centro,Tienda,0,145.0,2639,75,0,2564,7
2025-04-18,Café Premium,Centro,Ecommerce,0,145.0,2564,103,0,2461,7
2025-04-19,Café Premium,Occidente,Distribuidor,0,145.0,2461,104,0,2357,7
2025-04-20,Café Premium,Norte,Distribuidor,1,134.85,2357,153,0,2204,7
2025-04-21,Café Premium,Norte,Tienda,1,134.85,2204,142,0,2062,7
2025-04-22,Café Premium,Sur,Distribuidor,0,145.0,2062,101,0,1961,7
2025-04-23,Café Premium,Centro,Ecommerce,0,145.0,1961,91,0,1870,7
2025-04-24,Café Premium,Centro,Tienda,0,145.0,1870,98,0,1772,7
2025-04-25,Café Premium,Centro,Distribuidor,0,145.0,1772,87,0,1685,7
2025-04-26,Café Premium,Occidente,Tienda,0,145.0,1685,144,0,1541,7
2025-04-27,Café Premium,Occidente,Tienda,0,145.0,1541,107,0,1434,7
2025-04-28,Café Premium,Centro,Tienda,0,145.0,1434,92,0,1342,7
2025-04-29,Café Premium,Sur,Distribuidor,0,145.0,1342,100,0,1242,7
2025-04-30,Café Premium,Norte,Distribuidor,0,145.0,1242,97,0,1145,7
2025-05-01,Café Premium,Occidente,Tienda,0,145.0,1145,98,2716,3763,7
2025-05-02,Café Premium,Sur,Distribuidor,0,145.0,3763,88,0,3675,7
2025-05-03,Café Premium,Centro,Distribuidor,0,145.0,3675,111,0,3564,7
2025-05-04,Café Premium,Norte,Tienda,0,145.0,3564,94,0,3470,7
2025-05-05,Café Premium,Centro,Ecommerce,1,134.85,3470,113,0,3357,7
2025-05-06,Café Premium,Centro,Tienda,1,134.85,3357,104,0,3253,7
2025-05-07,Café Premium,Norte,Tienda,1,134.85,3253,132,0,3121,7
2025-05-08,Café Premium,Occidente,Tienda,0,145.0,3121,73,0,3048,7
2025-05-09,Café Premium,Sur,Ecommerce,0,145.0,3048,96,0,2952,7
2025-05-10,Café Premium,Sur,Distribuidor,0,145.0,2952,114,0,2838,7
2025-05-11,Café Premium,Sur,Ecommerce,0,145.0,2838,121,0,2717,7
2025-05-12,Café Premium,Occidente,Tienda,0,145.0,2717,94,0,2623,7
2025-05-13,Café Premium,Sur,Distribuidor,0,145.0,2623,106,0,2517,7
2025-05-14,Café Premium,Centro,Distribuidor,0,145.0,2517,87,0,2430,7
2025-05-15,Café Premium,Centro,Tienda,0,145.0,2430,69,0,2361,7
2025-05-16,Café Premium,Centro,Distribuidor,0,145.0,2361,105,0,2256,7
2025-05-17,Café Premium,Norte,Distribuidor,0,145.0,2256,117,0,2139,7
2025-05-18,Café Premium,Centro,Distribuidor,0,145.0,2139,104,0,2035,7
2025-05-19,Café Premium,Occidente,Tienda,0,145.0,2035,83,0,1952,7
2025-05-20,Café Premium,Norte,Tienda,1,134.85,1952,92,0,1860,7
2025-05-21,Café Premium,Sur,Ecommerce,1,134.85,1860,122,0,1738,7
2025-05-22,Café Premium,Occidente,Distribuidor,0,145.0,1738,96,0,1642,7
2025-05-23,Café Premium,Sur,Ecommerce,0,145.0,1642,103,0,1539,7
2025-05-24,Café Premium,Norte,Distribuidor,0,145.0,1539,109,0,1430,7
2025-05-25,Café Premium,Norte,Tienda,0,145.0,1430,104,0,1326,7
2025-05-26,Café Premium,Occidente,Tienda,0,145.0,1326,92,0,1234,7
2025-05-27,Café Premium,Occidente,Distribuidor,0,145.0,1234,88,0,1146,7
2025-05-28,Café Premium,Sur,Ecommerce,0,145.0,1146,83,2560,3623,7
2025-05-29,Café Premium,Occidente,Distribuidor,0,145.0,3623,69,0,3554,7
2025-05-30,Café Premium,Norte,Tienda,0,145.0,3554,104,0,3450,7
2025-05-31,Café Premium,Centro,Ecommerce,0,145.0,3450,136,0,3314,7
2025-06-01,Café Premium,Sur,Ecommerce,0,145.0,3314,121,0,3193,7
2025-06-02,Café Premium,Norte,Ecommerce,0,145.0,3193,84,0,3109,7
2025-06-03,Café Premium,Occidente,Tienda,0,145.0,3109,91,0,3018,7
2024-01-01,Snack Saludable,Occidente,Tienda,0,38.0,2011,44,0,1967,10
2024-01-02,Snack Saludable,Centro,Distribuidor,0,38.0,1967,66,0,1901,10
2024-01-03,Snack Saludable,Occidente,Distribuidor,0,38.0,1901,64,0,1837,10
2024-01-04,Snack Saludable,Sur,Distribuidor,0,38.0,1837,45,0,1792,10
2024-01-05,Snack Saludable,Norte,Ecommerce,1,35.34,1792,52,0,1740,10
2024-01-06,Snack Saludable,Occidente,Distribuidor,1,35.34,1740,89,0,1651,10
2024-01-07,Snack Saludable,Centro,Tienda,1,35.34,1651,54,0,1597,10
2024-01-08,Snack Saludable,Centro,Distribuidor,0,38.0,1597,70,0,1527,10
2024-01-09,Snack Saludable,Centro,Distribuidor,0,38.0,1527,61,0,1466,10
2024-01-10,Snack Saludable,Occidente,Distribuidor,0,38.0,1466,74,0,1392,10
2024-01-11,Snack Saludable,Occidente,Ecommerce,0,38.0,1392,60,0,1332,10
2024-01-12,Snack Saludable,Sur,Ecommerce,0,38.0,1332,75,0,1257,10
2024-01-13,Snack Saludable,Sur,Distribuidor,0,38.0,1257,64,0,1193,10
2024-01-14,Snack Saludable,Norte,Distribuidor,0,38.0,1193,78,0,1115,10
2024-01-15,Snack Saludable,Occidente,Distribuidor,0,38.0,1115,53,0,1062,10
2024-01-16,Snack Saludable,Centro,Tienda,0,38.0,1062,56,0,1006,10
2024-01-17,Snack Saludable,Sur,Tienda,0,38.0,1006,59,0,947,10
2024-01-18,Snack Saludable,Sur,Distribuidor,0,38.0,947,62,1854,2739,10
2024-01-19,Snack Saludable,Occidente,Ecommerce,0,38.0,2739,49,0,2690,10
2024-01-20,Snack Saludable,Occidente,Distribuidor,1,35.34,2690,99,0,2591,10
2024-01-21,Snack Saludable,Norte,Distribuidor,1,35.34,2591,94,0,2497,10
2024-01-22,Snack Saludable,Occidente,Tienda,0,38.0,2497,42,0,2455,10
2024-01-23,Snack Saludable,Centro,Tienda,0,38.0,2455,38,0,2417,10
2024-01-24,Snack Saludable,Centro,Ecommerce,0,38.0,2417,72,0,2345,10
2024-01-25,Snack Saludable,Norte,Distribuidor,0,38.0,2345,32,0,2313,10
2024-01-26,Snack Saludable,Occidente,Tienda,0,38.0,2313,57,0,2256,10
2024-01-27,Snack Saludable,Sur,Tienda,0,38.0,2256,57,0,2199,10
2024-01-28,Snack Saludable,Centro,Tienda,0,38.0,2199,95,0,2104,10
2024-01-29,Snack Saludable,Norte,Distribuidor,0,38.0,2104,66,0,2038,10
2024-01-30,Snack Saludable,Norte,Distribuidor,0,38.0,2038,64,0,1974,10
2024-01-31,Snack Saludable,Sur,Ecommerce,0,38.0,1974,50,0,1924,10
2024-02-01,Snack Saludable,Sur,Tienda,0,38.0,1924,44,0,1880,10
2024-02-02,Snack Saludable,Norte,Tienda,0,38.0,1880,62,0,1818,10
2024-02-03,Snack Saludable,Occidente,Ecommerce,0,38.0,1818,75,0,1743,10
2024-02-04,Snack Saludable,Norte,Tienda,0,38.0,1743,63,0,1680,10
2024-02-05,Snack Saludable,Norte,Distribuidor,1,35.34,1680,65,0,1615,10
2024-02-06,Snack Saludable,Norte,Distribuidor,1,35.34,1615,64,0,1551,10
2024-02-07,Snack Saludable,Centro,Distribuidor,1,35.34,1551,64,0,1487,10
2024-02-08,Snack Saludable,Centro,Ecommerce,0,38.0,1487,54,0,1433,10
2024-02-09,Snack Saludable,Norte,Ecommerce,0,38.0,1433,65,0,1368,10
2024-02-10,Snack Saludable,Occidente,Tienda,0,38.0,1368,83,0,1285,10
2024-02-11,Snack Saludable,Norte,Tienda,0,38.0,1285,76,0,1209,10
2024-02-12,Snack Saludable,Centro,Tienda,0,38.0,1209,63,0,1146,10
2024-02-13,Snack Saludable,Occidente,Tienda,0,38.0,1146,68,0,1078,10
2024-02-14,Snack Saludable,Sur,Tienda,0,38.0,1078,38,0,1040,10
2024-02-15,Snack Saludable,Norte,Distribuidor,0,38.0,1040,65,0,975,10
2024-02-16,Snack Saludable,Occidente,Tienda,0,38.0,975,78,1938,2835,10
2024-02-17,Snack Saludable,Sur,Ecommerce,0,38.0,2835,63,0,2772,10
2024-02-18,Snack Saludable,Occidente,Distribuidor,0,38.0,2772,75,0,2697,10
2024-02-19,Snack Saludable,Sur,Ecommerce,0,38.0,2697,57,0,2640,10
2024-02-20,Snack Saludable,Centro,Distribuidor,1,35.34,2640,95,0,2545,10
2024-02-21,Snack Saludable,Norte,Ecommerce,1,35.34,2545,55,0,2490,10
2024-02-22,Snack Saludable,Centro,Ecommerce,0,38.0,2490,69,0,2421,10
2024-02-23,Snack Saludable,Occidente,Ecommerce,0,38.0,2421,75,0,2346,10
2024-02-24,Snack Saludable,Sur,Distribuidor,0,38.0,2346,103,0,2243,10
2024-02-25,Snack Saludable,Norte,Tienda,0,38.0,2243,88,0,2155,10
2024-02-26,Snack Saludable,Sur,Distribuidor,0,38.0,2155,52,0,2103,10
2024-02-27,Snack Saludable,Sur,Tienda,0,38.0,2103,60,0,2043,10
2024-02-28,Snack Saludable,Centro,Distribuidor,0,38.0,2043,66,0,1977,10
2024-02-29,Snack Saludable,Centro,Ecommerce,0,38.0,1977,80,0,1897,10
2024-03-01,Snack Saludable,Sur,Distribuidor,0,38.0,1897,42,0,1855,10
2024-03-02,Snack Saludable,Occidente,Tienda,0,38.0,1855,86,0,1769,10
2024-03-03,Snack Saludable,Norte,Distribuidor,0,38.0,1769,61,0,1708,10
2024-03-04,Snack Saludable,Norte,Distribuidor,0,38.0,1708,57,0,1651,10
2024-03-05,Snack Saludable,Centro,Tienda,1,35.34,1651,65,0,1586,10
2024-03-06,Snack Saludable,Occidente,Distribuidor,1,35.34,1586,73,0,1513,10
2024-03-07,Snack Saludable,Norte,Distribuidor,1,35.34,1513,92,0,1421,10
2024-03-08,Snack Saludable,Centro,Distribuidor,0,38.0,1421,59,0,1362,10
2024-03-09,Snack Saludable,Norte,Distribuidor,0,38.0,1362,70,0,1292,10
2024-03-10,Snack Saludable,Sur,Distribuidor,0,38.0,1292,69,0,1223,10
2024-03-11,Snack Saludable,Centro,Ecommerce,0,38.0,1223,50,0,1173,10
2024-03-12,Snack Saludable,Centro,Distribuidor,0,38.0,1173,73,0,1100,10
2024-03-13,Snack Saludable,Centro,Distribuidor,0,38.0,1100,65,0,1035,10
2024-03-14,Snack Saludable,Sur,Ecommerce,0,38.0,1035,69,0,966,10
2024-03-15,Snack Saludable,Sur,Tienda,0,38.0,966,47,1863,2782,10
2024-03-16,Snack Saludable,Occidente,Ecommerce,0,38.0,2782,81,0,2701,10
2024-03-17,Snack Saludable,Sur,Tienda,0,38.0,2701,54,0,2647,10
2024-03-18,Snack Saludable,Sur,Ecommerce,0,38.0,2647,79,0,2568,10
2024-03-19,Snack Saludable,Sur,Tienda,0,38.0,2568,71,0,2497,10
2024-03-20,Snack Saludable,Centro,Distribuidor,1,35.34,2497,81,0,2416,10
2024-03-21,Snack Saludable,Norte,Tienda,1,35.34,2416,55,0,2361,10
2024-03-22,Snack Saludable,Occidente,Ecommerce,0,38.0,2361,53,0,2308,10
2024-03-23,Snack Saludable,Occidente,Distribuidor,0,38.0,2308,64,0,2244,10
2024-03-24,Snack Saludable,Occidente,Distribuidor,0,38.0,2244,79,0,2165,10
2024-03-25,Snack Saludable,Norte,Ecommerce,0,38.0,2165,69,0,2096,10
2024-03-26,Snack Saludable,Norte,Distribuidor,0,38.0,2096,69,0,2027,10
2024-03-27,Snack Saludable,Sur,Distribuidor,0,38.0,2027,84,0,1943,10
2024-03-28,Snack Saludable,Sur,Tienda,0,38.0,1943,64,0,1879,10
2024-03-29,Snack Saludable,Norte,Tienda,0,38.0,1879,80,0,1799,10
2024-03-30,Snack Saludable,Centro,Ecommerce,0,38.0,1799,77,0,1722,10
2024-03-31,Snack Saludable,Norte,Distribuidor,0,38.0,1722,87,0,1635,10
2024-04-01,Snack Saludable,Occidente,Distribuidor,0,38.0,1635,62,0,1573,10
2024-04-02,Snack Saludable,Occidente,Tienda,0,38.0,1573,68,0,1505,10
2024-04-03,Snack Saludable,Centro,Tienda,0,38.0,1505,64,0,1441,10
2024-04-04,Snack Saludable,Occidente,Ecommerce,0,38.0,1441,57,0,1384,10
2024-04-05,Snack Saludable,Centro,Distribuidor,1,35.34,1384,118,0,1266,10
2024-04-06,Snack Saludable,Centro,Tienda,1,35.34,1266,108,0,1158,10
2024-04-07,Snack Saludable,Sur,Ecommerce,1,35.34,1158,111,0,1047,10
2024-04-08,Snack Saludable,Norte,Tienda,0,38.0,1047,74,0,973,10
2024-04-09,Snack Saludable,Sur,Tienda,0,38.0,973,67,1934,2840,10
2024-04-10,Snack Saludable,Sur,Ecommerce,0,38.0,2840,84,0,2756,10
2024-04-11,Snack Saludable,Norte,Ecommerce,0,38.0,2756,78,0,2678,10
2024-04-12,Snack Saludable,Centro,Ecommerce,0,38.0,2678,55,0,2623,10
2024-04-13,Snack Saludable,Sur,Tienda,0,38.0,2623,81,0,2542,10
2024-04-14,Snack Saludable,Sur,Tienda,0,38.0,2542,94,0,2448,10
2024-04-15,Snack Saludable,Occidente,Tienda,0,38.0,2448,76,0,2372,10
2024-04-16,Snack Saludable,Sur,Distribuidor,0,38.0,2372,62,0,2310,10
2024-04-17,Snack Saludable,Occidente,Tienda,0,38.0,2310,71,0,2239,10
2024-04-18,Snack Saludable,Occidente,Ecommerce,0,38.0,2239,59,0,2180,10
2024-04-19,Snack Saludable,Norte,Tienda,0,38.0,2180,46,0,2134,10
2024-04-20,Snack Saludable,Occidente,Ecommerce,1,35.34,2134,102,0,2032,10
2024-04-21,Snack Saludable,Occidente,Distribuidor,1,35.34,2032,101,0,1931,10
2024-04-22,Snack Saludable,Sur,Distribuidor,0,38.0,1931,58,0,1873,10
2024-04-23,Snack Saludable,Norte,Tienda,0,38.0,1873,71,0,1802,10
2024-04-24,Snack Saludable,Occidente,Distribuidor,0,38.0,1802,61,0,1741,10
2024-04-25,Snack Saludable,Norte,Ecommerce,0,38.0,1741,69,0,1672,10
2024-04-26,Snack Saludable,Sur,Distribuidor,0,38.0,1672,73,0,1599,10
2024-04-27,Snack Saludable,Sur,Ecommerce,0,38.0,1599,108,0,1491,10
2024-04-28,Snack Saludable,Centro,Ecommerce,0,38.0,1491,79,0,1412,10
2024-04-29,Snack Saludable,Centro,Tienda,0,38.0,1412,78,0,1334,10
2024-04-30,Snack Saludable,Norte,Ecommerce,0,38.0,1334,66,0,1268,10
2024-05-01,Snack Saludable,Sur,Ecommerce,0,38.0,1268,67,0,1201,10
2024-05-02,Snack Saludable,Sur,Ecommerce,0,38.0,1201,62,0,1139,10
2024-05-03,Snack Saludable,Sur,Distribuidor,0,38.0,1139,65,0,1074,10
2024-05-04,Snack Saludable,Centro,Tienda,0,38.0,1074,76,0,998,10
2024-05-05,Snack Saludable,Centro,Tienda,1,35.34,998,113,0,885,10
2024-05-06,Snack Saludable,Sur,Tienda,1,35.34,885,72,1947,2760,10
2024-05-07,Snack Saludable,Sur,Distribuidor,1,35.34,2760,63,0,2697,10
2024-05-08,Snack Saludable,Occidente,Ecommerce,0,38.0,2697,56,0,2641,10
2024-05-09,Snack Saludable,Centro,Ecommerce,0,38.0,2641,55,0,2586,10
2024-05-10,Snack Saludable,Sur,Tienda,0,38.0,2586,56,0,2530,10
2024-05-11,Snack Saludable,Centro,Distribuidor,0,38.0,2530,77,0,2453,10
2024-05-12,Snack Saludable,Centro,Distribuidor,0,38.0,2453,72,0,2381,10
2024-05-13,Snack Saludable,Occidente,Distribuidor,0,38.0,2381,60,0,2321,10
2024-05-14,Snack Saludable,Centro,Tienda,0,38.0,2321,56,0,2265,10
2024-05-15,Snack Saludable,Centro,Distribuidor,0,38.0,2265,67,0,2198,10
2024-05-16,Snack Saludable,Sur,Tienda,0,38.0,2198,90,0,2108,10
2024-05-17,Snack Saludable,Centro,Distribuidor,0,38.0,2108,64,0,2044,10
2024-05-18,Snack Saludable,Norte,Ecommerce,0,38.0,2044,71,0,1973,10
2024-05-19,Snack Saludable,Sur,Ecommerce,0,38.0,1973,49,0,1924,10
2024-05-20,Snack Saludable,Norte,Ecommerce,1,35.34,1924,102,0,1822,10
